"Tweet Id","Text","Name","Screen Name","UTC","Created At","Favorites","Retweets","Language","Client","Tweet Type","URLs","Hashtags","Mentions","Media Type","Media URLs","",""
"1386517891739095046","Mancini vê pressão natural, elogia vitória do Corinthians e diz que seguirá com revezamentos https://t.co/Sz69uI1rdU https://t.co/Ui8QZ2psJA","ge","geglobo","2021-04-26T03:10:00.000Z","Mon Apr 26 03:10:00 +0000 2021","111","1","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/2RUZTuc ","0","0","photo","https://pbs.twimg.com/media/Ez3kUjHXsAUN0OP.jpg","",""
"1386516160473190401","Siga Ituano 0 x 3 São Paulo ➡ https://t.co/Z88BQ3Ak49 https://t.co/Fa6ZZKQ5n2","ge","geglobo","2021-04-26T03:03:07.000Z","Mon Apr 26 03:03:07 +0000 2021","99","0","pt","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Tweet","http://glo.bo/2QV2Zy3 https://twitter.com/EspiaoEstatist/status/1386515425614254090 ","0","0","","","",""
"1386514180618993665","Siga Ituano 0 x 3 São Paulo ➡ https://t.co/Z88BQ3Ak49 https://t.co/hPvaFrXqgI","ge","geglobo","2021-04-26T02:55:15.000Z","Mon Apr 26 02:55:15 +0000 2021","98","2","pt","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Tweet","http://glo.bo/2QV2Zy3 https://twitter.com/emiliobotta/status/1386513895716753412 ","0","0","","","",""
"1386512858175967237","Auxiliar de Abel minimiza risco de eliminação do Palmeiras: ""Só vamos fazer contas no fim"" https://t.co/lGj5Tgh8Ok https://t.co/KORU3aTee4","ge","geglobo","2021-04-26T02:50:00.000Z","Mon Apr 26 02:50:00 +0000 2021","173","1","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/3azEygv ","0","0","photo","https://pbs.twimg.com/media/Ez3c0g9XIAI89Si.jpg","",""
"1386512293568163850","Galeano faz o terceiro do Tricolor

Siga Ituano 0 x 3 São Paulo ➡ https://t.co/Z88BQ3Ak49 https://t.co/g1fVdh7BAK","ge","geglobo","2021-04-26T02:47:45.000Z","Mon Apr 26 02:47:45 +0000 2021","196","4","pt","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Tweet","http://glo.bo/2QV2Zy3 https://twitter.com/EspiaoEstatist/status/1386512081399255041 ","0","0","","","",""
"1386511599960264707","Ágatha e Duda arrasam holandesas e vão à final em Cancún https://t.co/5PzPxk6KVP https://t.co/7E9wS17YTp","ge","geglobo","2021-04-26T02:45:00.000Z","Mon Apr 26 02:45:00 +0000 2021","249","3","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/3aG3L8V ","0","0","photo","https://pbs.twimg.com/media/Ez3eQPNXIAE0QVL.jpg","",""
"1386510341878784003","Atlanta vira para cima dos Bucks com chuva de bolas de três no fim https://t.co/hf3bxmk6BC https://t.co/EOFLrJL2Dx","ge","geglobo","2021-04-26T02:40:00.000Z","Mon Apr 26 02:40:00 +0000 2021","79","2","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/3xs6lcG ","0","0","photo","https://pbs.twimg.com/media/Ez3cl1iWEAEVOH9.jpg","",""
"1386509083327479809","Holan explica Ângelo fora de clássico e diz que derrota não atinge Santos na Libertadores https://t.co/6oD8ablDGS https://t.co/aECF0dlLJE","ge","geglobo","2021-04-26T02:35:00.000Z","Mon Apr 26 02:35:00 +0000 2021","190","5","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/3aG6bo5 ","0","0","photo","https://pbs.twimg.com/media/Ez3c8iVWEAAqeo1.jpg","",""
"1386509044379176960","Siga Ituano 0 x 2 São Paulo ➡ https://t.co/Z88BQ3Ak49 https://t.co/Bxv0mtosSg","ge","geglobo","2021-04-26T02:34:50.000Z","Mon Apr 26 02:34:50 +0000 2021","52","0","pt","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Tweet","http://glo.bo/2QV2Zy3 https://twitter.com/cesarstn/status/1386508442366529537 ","0","0","","","",""
"1386507825686487045","R6 Copa Elite Six: Team Liquid vence MIBR e é campeã https://t.co/R6UVR0d8EX https://t.co/uvOhco7e59","ge","geglobo","2021-04-26T02:30:00.000Z","Mon Apr 26 02:30:00 +0000 2021","167","9","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/3gCh6D9 ","0","0","photo","https://pbs.twimg.com/media/Ez3TW-AUYAAzfq5.jpg","",""
"1386505835086598147","Filme produzido por Kevin Durant ganha Oscar de melhor curta-metragem https://t.co/3nLauGeenG https://t.co/R8ot4HD7XW","ge","geglobo","2021-04-26T02:22:05.000Z","Mon Apr 26 02:22:05 +0000 2021","526","25","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/2QzNNGu ","0","0","photo","https://pbs.twimg.com/media/Ez3bskHWQAAL7Kj.jpg","",""
"1386504050401742850","Brasileirão Feminino: Corinthians vence o Botafogo por 3 a 1 pela terceira rodada https://t.co/ZTkzMgZxAG https://t.co/TEjd8f0QWR","ge","geglobo","2021-04-26T02:15:00.000Z","Mon Apr 26 02:15:00 +0000 2021","155","8","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/3eBS7gK ","0","0","photo","https://pbs.twimg.com/media/Ez3Qn4LVgAYu8ju.jpg","",""
"1386502791775014913","Brasileirão Feminino: com gol no fim, Inter vence o Flamengo https://t.co/pnE2KzNkhf https://t.co/3BKO2PETWZ","ge","geglobo","2021-04-26T02:10:00.000Z","Mon Apr 26 02:10:00 +0000 2021","157","5","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/2QVlcvd ","0","0","photo","https://pbs.twimg.com/media/Ez3RkLuVcAkdw3h.jpg","",""
"1386501057627447299","Intervalo de jogo! O São Paulo vai vencendo o Ituano 

Siga Ituano 0 x 2 São Paulo ➡ https://t.co/Z88BQ3Ak49 https://t.co/sgZ5ARmEOS","ge","geglobo","2021-04-26T02:03:06.000Z","Mon Apr 26 02:03:06 +0000 2021","168","3","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/2QV2Zy3 ","0","0","photo","https://pbs.twimg.com/media/Ez3XELnVoAISfHT.jpg","",""
"1386500278707441668","Atuações do Corinthians: Raul, Piton e João Victor são os melhores na vitória contra o Santos

Veja todas as notas: https://t.co/SA9DyDLGXW https://t.co/A46OO5srnL","ge","geglobo","2021-04-26T02:00:01.000Z","Mon Apr 26 02:00:01 +0000 2021","122","5","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/2PmYmfH ","0","0","photo","https://pbs.twimg.com/media/Ez3QXq-VEAIuOCD.jpg","",""
"1386498010297815042","Corinthians encerra jejum de 12 anos contra o Santos na Vila pelo Paulistão; Piton comemora: https://t.co/mX5ZmfxcqJ https://t.co/AK82yiu55L","ge","geglobo","2021-04-26T01:51:00.000Z","Mon Apr 26 01:51:00 +0000 2021","324","9","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/3sSHrPA ","0","0","photo","https://pbs.twimg.com/media/Ez3Q7YZVkAEQ5yg.jpg","",""
"1386495881420103680","Xô!

Siga Ituano 0 x 2 São Paulo ➡ https://t.co/Z88BQ3Ak49 https://t.co/EEi75p7t0k","ge","geglobo","2021-04-26T01:42:32.000Z","Mon Apr 26 01:42:32 +0000 2021","75","0","pt","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Tweet","http://glo.bo/2QV2Zy3 https://twitter.com/EspiaoEstatist/status/1386495618315661322 ","0","0","","","",""
"1386495493803548675","Lembranças de Ronaldo na vitória do Corinthians sobre o Santos

Leia a coluna de @PVC: https://t.co/e8Q9BwqlXS https://t.co/cC2WrDRCA3","ge","geglobo","2021-04-26T01:41:00.000Z","Mon Apr 26 01:41:00 +0000 2021","120","7","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/3dRyIJy ","0","1","photo","https://pbs.twimg.com/media/Ez3QCbZVUAAY1h3.jpg","",""
"1386495029372411905","⚽ Gol do São Paulo! Igor Vinícius faz o segundo do Tricolor

Siga Ituano 0 x 2 São Paulo ➡ https://t.co/Z88BQ3Ak49 https://t.co/AFLJWCwkPI","ge","geglobo","2021-04-26T01:39:09.000Z","Mon Apr 26 01:39:09 +0000 2021","596","17","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/2QV2Zy3 ","0","0","photo","https://pbs.twimg.com/media/Ez3R1boUYAAybUn.jpg","",""
"1386494459957981185","Muralha pega pênalti, fecha o gol e garante vitória do Mirassol sobre o Palmeiras

Veja defesas: https://t.co/M9SPg5C0RN https://t.co/U0O9rwFdkt","ge","geglobo","2021-04-26T01:36:53.000Z","Mon Apr 26 01:36:53 +0000 2021","492","17","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/3nlgYZT ","0","0","photo","https://pbs.twimg.com/media/Ez3RU59VUAMDI18.jpg","",""
"1386491757832163332","⚽ Gol do São Paulo! Rodrigo Freitas bate pênalti e abre o placar no Novelli Júnior

É o primeiro gol do jogador no profissional

Siga Ituano 0 x 1 São Paulo ➡ https://t.co/Z88BQ3Ak49 https://t.co/6vFcYOkolc","ge","geglobo","2021-04-26T01:26:09.000Z","Mon Apr 26 01:26:09 +0000 2021","244","8","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/2QV2Zy3 ","0","0","photo","https://pbs.twimg.com/media/Ez3Oh3PVUAEBKBn.jpg","",""
"1386489667768492033","Siga Ituano x São Paulo ➡ https://t.co/Z88BQ3Ak49 https://t.co/fMtlkGjiX6","ge","geglobo","2021-04-26T01:17:51.000Z","Mon Apr 26 01:17:51 +0000 2021","34","0","pt","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Tweet","http://glo.bo/2QV2Zy3 https://twitter.com/zeedgar/status/1386488418235043843 ","0","0","","","",""
"1386487692397977601","Embalos de um domingo à noite!

Dono da melhor campanha do Paulistão, o São Paulo encara o Ituano.

Acompanhe ➡ https://t.co/Z88BQ3iIFz https://t.co/2Gu4ZOdb0r","ge","geglobo","2021-04-26T01:10:00.000Z","Mon Apr 26 01:10:00 +0000 2021","100","2","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/2QV2Zy3 ","0","0","photo","https://pbs.twimg.com/media/Ez10u1lWUAA3Lxm.jpg","",""
"1386483722766127104","Muralha defende pênalti, e Mirassol vence o Palmeiras no Allianz Parque 

Time de Abel se complica no Paulistão https://t.co/ugtBo8orpf https://t.co/uXlRQGVId3","ge","geglobo","2021-04-26T00:54:13.000Z","Mon Apr 26 00:54:13 +0000 2021","560","23","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/3aDaTmK ","0","0","photo","https://pbs.twimg.com/media/Ez3HYOjVkAAbpFk.jpg","",""
"1386483545808461827","Corinthians bate o Santos por 2 a 0 e quebra tabu de 12 anos na Vila Belmiro https://t.co/A3irnT8xHg https://t.co/6YUzuAQz9o","ge","geglobo","2021-04-26T00:53:31.000Z","Mon Apr 26 00:53:31 +0000 2021","1051","57","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/3niUx7I ","0","0","photo","https://pbs.twimg.com/media/Ez3HNC3UUAIuJjD.jpg","",""
"1386483332721033220","⚽ Gol do Palmeiras! Newton diminui no fim de jogo

Siga Palmeiras 1 x 2 Mirassol: https://t.co/ugtBo8orpf https://t.co/00Aml9mb71","ge","geglobo","2021-04-26T00:52:40.000Z","Mon Apr 26 00:52:40 +0000 2021","142","0","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/3aDaTmK ","0","0","photo","https://pbs.twimg.com/media/Ez3HN6wUUAIM6At.jpg","",""
"1386482692758376448","Siga Palmeiras 0 x 2 Mirassol: https://t.co/ugtBo8orpf https://t.co/hSUQ5NO9Us","ge","geglobo","2021-04-26T00:50:08.000Z","Mon Apr 26 00:50:08 +0000 2021","91","3","pt","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Tweet","http://glo.bo/3aDaTmK https://twitter.com/EspiaoEstatist/status/1386482307624849409 ","0","0","","","",""
"1386481248420433922","Lamentável...

Após derrota, Paulo Baier parte para cima de zagueiro, e Próspera x Avaí tem seis expulsos

Veja o vídeo: https://t.co/UHD2l0gwmt https://t.co/BmULc0qP67","ge","geglobo","2021-04-26T00:44:23.000Z","Mon Apr 26 00:44:23 +0000 2021","692","25","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/3sLjFoM ","0","0","photo","https://pbs.twimg.com/media/Ez3FT1FVkAAsu24.jpg","",""
"1386479923540398087","M U R A L H A

Alex Muralha acerta o canto e defende a cobrança de pênalti de Gabriel Menino

Siga Palmeiras 0 x 2 Mirassol: https://t.co/ugtBo8orpf https://t.co/DY07A5SCyO","ge","geglobo","2021-04-26T00:39:07.000Z","Mon Apr 26 00:39:07 +0000 2021","6526","329","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/3aDaTmK ","0","0","photo","https://pbs.twimg.com/media/Ez3EBTkUUAQ9IEN.jpg","",""
"1386478377230610435","Siga Palmeiras 0 x 2 Mirassol: https://t.co/ugtBo8orpf https://t.co/KZvUd3gNif","ge","geglobo","2021-04-26T00:32:59.000Z","Mon Apr 26 00:32:59 +0000 2021","95","2","pt","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Tweet","http://glo.bo/3aDaTmK https://twitter.com/sergiopaisbru/status/1386477445616963588 ","0","0","","","",""
"1386472785942388736","Chamusca diz que Botafogo cumpriu obrigação de vencer com autoridade: ""Muita coisa positiva"" https://t.co/vTc1E94Me4 https://t.co/uVqAggVmCW","ge","geglobo","2021-04-26T00:10:46.000Z","Mon Apr 26 00:10:46 +0000 2021","118","2","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/3niXd5p ","0","0","photo","https://pbs.twimg.com/media/Ez29mo1VUAAYENJ.jpg","",""
"1386471906199678976","⚽ Gol do Mirassol! Diego Gonçalves faz 2 a 0 no início do segundo tempo

Siga Palmeiras 0 x 2 Mirassol: https://t.co/ugtBo8orpf https://t.co/48BxKe1PR8","ge","geglobo","2021-04-26T00:07:16.000Z","Mon Apr 26 00:07:16 +0000 2021","1958","71","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/3aDaTmK ","0","0","photo","https://pbs.twimg.com/media/Ez280pzVcAI8DIW.jpg","",""
"1386469130157629440","""Faz nove meses que perdi minha irmã. Sempre que entro em campo procuro dar meu melhor gol por ela"" 😭

Primeiro gol de Raul como profissional foi carregado de significado. O time dele, o Corinthians, vai ganhando do Santos por 2 a 0. 

➡ https://t.co/A3irnT8xHg https://t.co/D8WZ80tyht","ge","geglobo","2021-04-25T23:56:14.000Z","Sun Apr 25 23:56:14 +0000 2021","1700","162","pt","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tweet","http://glo.bo/3niUx7I ","0","0","video","https://video.twimg.com/ext_tw_video/1386468916629688321/pu/pl/bkYNtjYUIysGbnRY.m3u8?tag=12","",""
"1386467097350483970","⚽ Amplia o Corinthians

Lucas Piton marca de falta. Que golaço! 🔞

➡ https://t.co/A3irnT8xHg https://t.co/jhgdAgl6G9","ge","geglobo","2021-04-25T23:48:09.000Z","Sun Apr 25 23:48:09 +0000 2021","707","28","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/3niUx7I ","0","0","photo","https://pbs.twimg.com/media/Ez24FKlWQAIAjtX.jpg","",""
"1386466839371333633","Intervalo de jogo! Com gol de Fabrício, o Mirassol vai vencendo o Palmeiras no Allianz Parque

Siga Palmeiras 0 x 1 Mirassol: https://t.co/ugtBo8orpf https://t.co/AXQgZtNJke","ge","geglobo","2021-04-25T23:47:08.000Z","Sun Apr 25 23:47:08 +0000 2021","154","3","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/3aDaTmK ","0","0","photo","https://pbs.twimg.com/media/Ez24N-gXsAU_HqW.jpg","",""
"1386466192349667335","VERMELHO!

Wellingtom Tim, do Santos, levou seu segundo amarelo na partida e na sequência foi expulso.

Siga ➡ https://t.co/A3irnT8xHg https://t.co/1yv4jEn0MX","ge","geglobo","2021-04-25T23:44:34.000Z","Sun Apr 25 23:44:34 +0000 2021","232","10","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/3niUx7I ","0","0","photo","https://pbs.twimg.com/media/Ez23bKJWQAIBYz8.jpg","",""
"1386465746537127936","⚽ Gol do Corinthians! Raul abre o placar contra o Santos e comemora com emoção: é o primeiro gol dele.

➡ https://t.co/A3irnT8xHg https://t.co/O2rUJEyDZO","ge","geglobo","2021-04-25T23:42:47.000Z","Sun Apr 25 23:42:47 +0000 2021","307","9","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/3niUx7I ","0","0","photo","https://pbs.twimg.com/media/Ez23AnfWYAIXMO1.jpg","",""
"1386462926509416449","Festa nos EUA termina em tiroteio, e jogador da universidade de Michigan é baleado

Central Michigan University confirma John Keller entre as vítimas e diz que estado de saúde do quarterback é grave https://t.co/5gz5MIJvpg https://t.co/VDtntIO09W","ge","geglobo","2021-04-25T23:31:35.000Z","Sun Apr 25 23:31:35 +0000 2021","110","8","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/2PqwA1U ","0","0","photo","https://pbs.twimg.com/media/Ez20p83WEAUPZkt.jpg","",""
"1386462513722798081","⚽ Gol do Mirassol! Fabrício abre o placar no Allianz Parque

Siga Palmeiras 0 x 1 Mirassol: https://t.co/ugtBo8orpf https://t.co/9EMkFr6MzA","ge","geglobo","2021-04-25T23:29:57.000Z","Sun Apr 25 23:29:57 +0000 2021","625","22","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/3aDaTmK ","0","0","photo","https://pbs.twimg.com/media/Ez20SnxXMAAFPC2.jpg","",""
"1386460929144066051","Clássico começa quente 🔥

Já pintou cartão amarelo para o Gabriel, volante do Corinthians. Advertência justa, segundo nossa Central do Apito. 

➡ https://t.co/A3irnT8xHg https://t.co/71a9eJzWVw","ge","geglobo","2021-04-25T23:23:39.000Z","Sun Apr 25 23:23:39 +0000 2021","135","2","pt","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tweet","http://glo.bo/3niUx7I ","0","0","video","https://video.twimg.com/ext_tw_video/1386460859539542021/pu/pl/kPaqqwephDxJAky9.m3u8?tag=12&container=fmp4","",""
"1386460105894514694","Situação de Deshaun Watson ""não é boa para ninguém"", diz executivo da NFL

Quarterback do Houston Texans é alvo de 22 processos por agressão sexual e assédio https://t.co/0H2CWUY4sh https://t.co/fJLGS4mLzd","ge","geglobo","2021-04-25T23:20:23.000Z","Sun Apr 25 23:20:23 +0000 2021","70","2","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/2R12UbO ","0","0","photo","https://pbs.twimg.com/media/Ez2yAdZXIAYmhos.jpg","",""
"1386459331562967045","Matheus Nascimento comemora primeiro gol como profissional do Botafogo: ""Estarei mais tranquilo""

David Souza, que também fez seu primeiro gol pelo time principal, afirma que equipe usará Taça Rio como preparação para Série B: ""Esse é o nosso objetivo"" https://t.co/egWpchL2su https://t.co/hVXKfIB5IH","ge","geglobo","2021-04-25T23:17:18.000Z","Sun Apr 25 23:17:18 +0000 2021","175","7","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/2QV4XhU ","0","0","photo","https://pbs.twimg.com/media/Ez2xYUwXEAQqZPG.jpg","",""
"1386459028541394948","Siga Palmeiras x Mirassol: https://t.co/ugtBo8orpf https://t.co/T1iK4LjFww","ge","geglobo","2021-04-25T23:16:06.000Z","Sun Apr 25 23:16:06 +0000 2021","30","0","pt","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Tweet","http://glo.bo/3aDaTmK https://twitter.com/b_ferri/status/1386458371063230467 ","0","0","","","",""
"1386458897221890049","Polícia Civil abre inquérito para apurar falsificação de testes de Covid-19 pelo Cascavel CR https://t.co/pwLRBWpK2e https://t.co/SlpC6q9Mg4","ge","geglobo","2021-04-25T23:15:34.000Z","Sun Apr 25 23:15:34 +0000 2021","143","9","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/3tQbmJC ","0","0","photo","https://pbs.twimg.com/media/Ez2xA6oWQAkLI1L.jpg","",""
