"Tweet Id","Text","Name","Screen Name","UTC","Created At","Favorites","Retweets","Language","Client","Tweet Type","URLs","Hashtags","Mentions","Media Type","Media URLs","","",""
"1386151480940507138","Cortez explica gols sofridos pelo Grêmio em três minutos e admite time ""desligado"" =&gt; https://t.co/qcb3CDnoF4 https://t.co/lslM1biF60","ge RS","globoesporters","2021-04-25T02:54:01.000Z","Sun Apr 25 02:54:01 +0000 2021","16","1","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","https://glo.bo/3sPzT0e ","0","0","photo","https://pbs.twimg.com/media/EzyZZ-QXEAEyAUc.jpg","","",""
"1386149438016696324","Atuações: confira as notas dos jogadores do Grêmio https://t.co/wKWat37xhs https://t.co/QQVueGc6zo","ge RS","globoesporters","2021-04-25T02:45:54.000Z","Sun Apr 25 02:45:54 +0000 2021","8","0","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","https://glo.bo/3dOqVvI ","0","0","photo","https://pbs.twimg.com/media/EzyXiJ7XEAIYimb.jpg","","",""
"1386147941912653830","Atuações: confira as notas dos jogadores do Inter  https://t.co/wHK2N4Uro4 https://t.co/iIyf5p3X38","ge RS","globoesporters","2021-04-25T02:39:57.000Z","Sun Apr 25 02:39:57 +0000 2021","5","0","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","https://glo.bo/3nhkrZq ","0","0","photo","https://pbs.twimg.com/media/EzyWLnBXoAA_4EF.jpg","","",""
"1386142472070434817","Aimoré segura empate com o São Luiz e garante vaga na Série D do Brasileirão pelo segundo ano consecutivo. Veja como foi &gt; https://t.co/ZC0D08VkDo https://t.co/rK0Nhdl1yc","ge RS","globoesporters","2021-04-25T02:18:13.000Z","Sun Apr 25 02:18:13 +0000 2021","9","3","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","https://glo.bo/3dMFBvq ","0","0","photo","https://pbs.twimg.com/media/EzyROHOWEAIBMw3.jpg","","",""
"1386141366393180163","Novo Hamburgo perde em casa para o São José, mas escapa do rebaixamento. Veja como foi &gt; https://t.co/hOVWapEr4F https://t.co/wvEGhNaWnt","ge RS","globoesporters","2021-04-25T02:13:49.000Z","Sun Apr 25 02:13:49 +0000 2021","4","0","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","https://glo.bo/3dQ7Jhg ","0","0","photo","https://pbs.twimg.com/media/EzyQNFKWUAAcdA-.jpg","","",""
"1386140974527746050","Juventude vence o Brasil em Bento Gonçalves e avança em terceiro às semifinais do Gauchão. Veja como foi &gt; https://t.co/txQjhcoSV9 https://t.co/ErCsLPZkkT","ge RS","globoesporters","2021-04-25T02:12:16.000Z","Sun Apr 25 02:12:16 +0000 2021","15","1","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","https://glo.bo/3tPb9X3 ","0","0","photo","https://pbs.twimg.com/media/EzyP2SyWYAAp6s1.jpg","","",""
"1386140677872963587","Com direito a lei do ex, Caxias empata no fim, se classifica e rebaixa Pelotas. Veja como foi &gt; https://t.co/U7T98rWZAe https://t.co/uBCv4gN2xW","ge RS","globoesporters","2021-04-25T02:11:05.000Z","Sun Apr 25 02:11:05 +0000 2021","11","0","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","https://glo.bo/3njbKOh ","0","0","photo","https://pbs.twimg.com/media/EzyPlfCXsAEFcbf.jpg","","",""
"1386137953441886211","FIM DE PAPO! Grêmio abre 3 a 0, sofre pressão do Ypiranga, mas vence e termina na liderança; confira como foi https://t.co/mImWoZrad8 https://t.co/BMSnSxC2g4","ge RS","globoesporters","2021-04-25T02:00:15.000Z","Sun Apr 25 02:00:15 +0000 2021","14","0","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/3nkuzAP ","0","0","photo","https://pbs.twimg.com/media/EzyNHkLWEAE_vZS.jpg","","",""
"1386137203559043080","FIM DE JOGO! Em noite inspirada de Rodinei, Inter goleia o Esportivo por 5 a 0 no Beira-Rio; veja como foi https://t.co/0PYnvg8bLA https://t.co/oYI5DZfguS","ge RS","globoesporters","2021-04-25T01:57:17.000Z","Sun Apr 25 01:57:17 +0000 2021","18","1","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/3aDwdZ1 ","0","0","photo","https://pbs.twimg.com/media/EzyMbANWEAQXwSM.jpg","","",""
"1386131513654353921","RT @eduardodeconto : A festa do papai Rodinei. Nome do jogo hoje #trbeirario https://t.co/FnThkXpIAE","ge RS","globoesporters","2021-04-25T01:34:40.000Z","Sun Apr 25 01:34:40 +0000 2021","0","0","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Retweet","","1","0","photo","https://pbs.twimg.com/media/EzyGTxHX0AAylnn.jpg","https://pbs.twimg.com/media/EzyGTxIXMAENfxA.jpg","",""
"1386130845157703682","RT @geglobo : QUE NOITE É ESSA, RODINEI?!

assistências no jogo ✅✅
pênalti sofrido ✅
gol ✅

Inter 5x0 Esportivo: https://t.co/cJe24mUHGa https://t.co/8lokHmBqfy","ge RS","globoesporters","2021-04-25T01:32:01.000Z","Sun Apr 25 01:32:01 +0000 2021","0","0","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Retweet","http://glo.bo/3aEvS8F ","0","0","photo","https://pbs.twimg.com/media/EzyFwxNXIAIBjHO.jpg","","",""
"1386130309196955648","MAIS UM DO INTER! Rodinei faz 5 a 0 contra o Esportivo no Beira-Rio https://t.co/0PYnvg8bLA","ge RS","globoesporters","2021-04-25T01:29:53.000Z","Sun Apr 25 01:29:53 +0000 2021","1","0","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/3aDwdZ1 ","0","0","","","","",""
"1386128595395960835","GOL DO INTER! Rodrigo Dourado marca o quarto contra o Esportivo no Beira-Rio https://t.co/0PYnvg8bLA","ge RS","globoesporters","2021-04-25T01:23:04.000Z","Sun Apr 25 01:23:04 +0000 2021","1","0","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/3aDwdZ1 ","0","0","","","","",""
"1386126590506061824","MAIS UM DO CANARINHO! Mossoró marca e coloca o Ypiranga no jogo novamente:  3 a 2 https://t.co/mImWoZrad8","ge RS","globoesporters","2021-04-25T01:15:06.000Z","Sun Apr 25 01:15:06 +0000 2021","0","0","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/3nkuzAP ","0","0","","","","",""
"1386126029824135169","GOL DO YPIRANGA!  Zé Mario desconta contra o Grêmio no Colosso da Lagoa: 3 a 1 https://t.co/mImWoZrad8","ge RS","globoesporters","2021-04-25T01:12:53.000Z","Sun Apr 25 01:12:53 +0000 2021","0","0","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/3nkuzAP ","0","0","","","","",""
"1386122773265850369","CORREÇÃO: O gol de Yuri Alberto, o terceiro do Inter, foi contra o Esportivo e não contra o Ypiranga. É tanto jogo que o estagiário se atrapalhou aqui 😂 😂 😂","ge RS","globoesporters","2021-04-25T00:59:56.000Z","Sun Apr 25 00:59:56 +0000 2021","22","0","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","","0","0","","","","",""
"1386122379533893639","RT @geglobo : Intervalo de jogo, Grêmio vai vencendo o Ypiranga por 3 a 0 https://t.co/jTa2XgUB1u https://t.co/0Zi41gxZvN","ge RS","globoesporters","2021-04-25T00:58:22.000Z","Sun Apr 25 00:58:22 +0000 2021","0","0","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Retweet","http://glo.bo/2QxyZbr ","0","0","photo","https://pbs.twimg.com/media/Ezx-KE_XsAUkvgM.jpg","","",""
"1386119964046864386","RT @geglobo : Fim de papo no primeiro tempo! O Inter ganha do Esportivo no Beira-Rio por 3 a 0.

➡️ https://t.co/cJe24ncixI https://t.co/UtttT7yeDc","ge RS","globoesporters","2021-04-25T00:48:46.000Z","Sun Apr 25 00:48:46 +0000 2021","0","0","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Retweet","http://glo.bo/3aEvS8F ","0","0","photo","https://pbs.twimg.com/media/Ezx8awXX0AMyqO_.jpg","","",""
"1386117731947356160","RT @beto_azambuja : Loucura de rodada! Pelotas abre o placar e vai escapando do rebaixamento. De quebra, tira o Caxias do G4 #trboca","ge RS","globoesporters","2021-04-25T00:39:54.000Z","Sun Apr 25 00:39:54 +0000 2021","0","0","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Retweet","","1","0","","","","",""
"1386116695245291526","GOL DO INTER! Nonato amplia o placar contra o Esportivo no Beira-Rio https://t.co/0PYnvgpMD8","ge RS","globoesporters","2021-04-25T00:35:47.000Z","Sun Apr 25 00:35:47 +0000 2021","3","0","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/3aDwdZ1 ","0","0","","","","",""
"1386115306108571651","TERCEIRO DO GRÊMIO! Vanderson faz o terceiro do Tricolor no Colosso da Lagoa; siga aqui https://t.co/mImWoZ9yOy","ge RS","globoesporters","2021-04-25T00:30:16.000Z","Sun Apr 25 00:30:16 +0000 2021","8","0","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/3nkuzAP ","0","0","","","","",""
"1386114842776375296","MAIS UM DO GRÊMIO! Léo Pereira aproveita a bobeira do goleiro do Ypiranga e amplia: 2 a 0 https://t.co/mImWoZ9yOy","ge RS","globoesporters","2021-04-25T00:28:25.000Z","Sun Apr 25 00:28:25 +0000 2021","7","0","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/3nkuzAP ","0","0","","","","",""
"1386113993203273730","GOL DO GRÊMIO! Diego Souza, de pênalti, abre o placar contra o Ypiranga https://t.co/mImWoZ9yOy","ge RS","globoesporters","2021-04-25T00:25:03.000Z","Sun Apr 25 00:25:03 +0000 2021","3","1","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/3nkuzAP ","0","0","","","","",""
"1386109348573683717","GOL DO INTER! Zé Gabriel abre o placar contra o Esportivo no Beira-Rio https://t.co/0PYnvgpMD8","ge RS","globoesporters","2021-04-25T00:06:36.000Z","Sun Apr 25 00:06:36 +0000 2021","2","0","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","http://glo.bo/3aDwdZ1 ","0","0","","","","",""
"1386104114086567937","GAUCHÃO AO VIVO: Aimoré encara o São Luiz no 19 de Outubro com chances de classificação https://t.co/Bw3e7fL8pE","ge RS","globoesporters","2021-04-24T23:45:48.000Z","Sat Apr 24 23:45:48 +0000 2021","4","1","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","https://glo.bo/3ezPEn0 ","0","0","","","","",""
"1386104048894500870","GAUCHÃO AO VIVO: Novo Hamburgo e São José-RS tentam escapar da queda no estádio do Vale https://t.co/q2fZ822mz0","ge RS","globoesporters","2021-04-24T23:45:32.000Z","Sat Apr 24 23:45:32 +0000 2021","6","1","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","https://glo.bo/3vfOTGf ","0","0","","","","",""
"1386101999784103943","GAUCHÃO AO VIVO: na Boca do Lobo, Pelotas luta para não cair e Caxias, para classificar; assista aqui https://t.co/w9romGIJ0f","ge RS","globoesporters","2021-04-24T23:37:23.000Z","Sat Apr 24 23:37:23 +0000 2021","3","0","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","https://glo.bo/3aUfkd1 ","0","0","","","","",""
"1386099110260969478","TEMPO REAL: Juventude recebe o Brasil com chance de classificação para as semifinais; acompanhe https://t.co/yaRwye1ymB","ge RS","globoesporters","2021-04-24T23:25:55.000Z","Sat Apr 24 23:25:55 +0000 2021","3","1","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","https://glo.bo/2QmtdcU ","0","0","","","","",""
"1386092700466884609","RT @eduardodeconto : Inter escalado. Daniel é titular no gol. Yuri Alberto, Patrick e Praxedes de volta ao time titular. Dos que iniciaram o jogo em La Paz, só Palacios e Zé Gabriel começam hoje #trbeirario https://t.co/EHI0haxVJW","ge RS","globoesporters","2021-04-24T23:00:26.000Z","Sat Apr 24 23:00:26 +0000 2021","0","0","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Retweet","","1","0","photo","https://pbs.twimg.com/media/EzxjZ4kX0AESZU5.jpg","","",""
"1386092589724602373","RT @dado_moura : Grêmio escalado #trcolosso https://t.co/q79XE8AXMS","ge RS","globoesporters","2021-04-24T23:00:00.000Z","Sat Apr 24 23:00:00 +0000 2021","0","0","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Retweet","","1","0","photo","https://pbs.twimg.com/media/EzxjLBIXsAE6zZ-.jpg","","",""
"1386091449649930242","TEMPO REAL: na estreia de Tiago Nunes, Grêmio encara o Ypiranga e tenta confirmar liderança no Gauchão https://t.co/dHv6lehR9h https://t.co/VEY2PrlYJz","ge RS","globoesporters","2021-04-24T22:55:28.000Z","Sat Apr 24 22:55:28 +0000 2021","30","1","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","https://glo.bo/3nkuzAP ","0","0","photo","https://pbs.twimg.com/media/Ezxi0IjWUAEepl7.jpg","","",""
"1386090054364303375","TEMPO REAL: Inter recebe o Esportivo no Beira-Rio de olho na liderança do Gauchão; acompanhe https://t.co/ArXe9etvwO https://t.co/A8nhd6NiHM","ge RS","globoesporters","2021-04-24T22:49:55.000Z","Sat Apr 24 22:49:55 +0000 2021","12","0","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","https://glo.bo/3aDwdZ1 ","0","0","photo","https://pbs.twimg.com/media/EzxhfOkXsAM0oSA.jpg","","",""
"1386020683990409219","Invicto na temporada, Lindoso ganha nova chance como titular contra o Esportivo https://t.co/8OhvBDfukK https://t.co/LJBd0xngWs","ge RS","globoesporters","2021-04-24T18:14:16.000Z","Sat Apr 24 18:14:16 +0000 2021","14","0","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","https://glo.bo/3enIG4g ","0","0","photo","https://pbs.twimg.com/media/EzwibRkXEAAm4ve.jpg","","",""
"1385980549613895680","Fora da estreia na Libertadores, Patrick vê Inter afastar cobiça do Palmeiras e mantém prestígio https://t.co/enmQQ9Qzw4 https://t.co/lhlRjqZYrZ","ge RS","globoesporters","2021-04-24T15:34:47.000Z","Sat Apr 24 15:34:47 +0000 2021","11","0","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","https://glo.bo/3exIOOR ","0","0","photo","https://pbs.twimg.com/media/Ezv99RRXoAUCvAn.jpg","","",""
"1385979712800006148","De Renato para Tiago Nunes: comentaristas analisam o que mudará no Grêmio https://t.co/njJSesTHIr https://t.co/yDW9jA87vB","ge RS","globoesporters","2021-04-24T15:31:28.000Z","Sat Apr 24 15:31:28 +0000 2021","44","7","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","https://glo.bo/32JIdE5 ","0","0","photo","https://pbs.twimg.com/media/Ezv9MXgWUAIFnpm.jpg","","",""
"1385961306751184897","Em busca da melhor campanha do Gauchão, Inter terá zaga inédita contra o Esportivo https://t.co/GYFRVy3lyM https://t.co/DrjUvmJeKz","ge RS","globoesporters","2021-04-24T14:18:20.000Z","Sat Apr 24 14:18:20 +0000 2021","10","0","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","https://glo.bo/2QPrH2G ","0","0","photo","https://pbs.twimg.com/media/EzvsdJ5XEAku3JY.jpg","","",""
"1385960520239534090","De Ijuí a Erechim, Tiago Nunes carrega raízes do interior gaúcho em estreia pelo Grêmio https://t.co/DeASTEIQ7d https://t.co/DJeSgkIkHK","ge RS","globoesporters","2021-04-24T14:15:12.000Z","Sat Apr 24 14:15:12 +0000 2021","22","0","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","https://glo.bo/3vgW1SN ","0","0","photo","https://pbs.twimg.com/media/EzvrvLrWEAQlpfC.jpg","","",""
"1385958529840914437","Gauchão chega à última rodada com brigas nas duas pontas; veja possíveis cenários https://t.co/0RcRSG5aGA https://t.co/3e1ZllFnEp","ge RS","globoesporters","2021-04-24T14:07:18.000Z","Sat Apr 24 14:07:18 +0000 2021","4","0","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","https://glo.bo/3aE6JLj ","0","0","photo","https://pbs.twimg.com/media/Ezvp7U0XIAAU6cL.jpg","","",""
"1385956106514665474","Inter x Esportivo: veja onde assistir, escalações, desfalques e arbitragem https://t.co/AHZfU5a34i https://t.co/QDRKOJtHN6","ge RS","globoesporters","2021-04-24T13:57:40.000Z","Sat Apr 24 13:57:40 +0000 2021","6","0","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","https://glo.bo/2Qkepvj ","0","0","photo","https://pbs.twimg.com/media/EzvnurAXMAEIJSp.jpg","","",""
"1385954065285357568","Ypiranga x Grêmio: veja onde assistir, escalações, desfalques e arbitragem https://t.co/ixGEnhaFnY https://t.co/MbNsfCYiBo","ge RS","globoesporters","2021-04-24T13:49:33.000Z","Sat Apr 24 13:49:33 +0000 2021","14","0","pt","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Tweet","https://glo.bo/3gBCvfK ","0","0","photo","https://pbs.twimg.com/media/Ezvl31MWYAMCmIE.jpg","","",""
